producto,marca,sustancia_activa,categoria,ean,laboratorio,estatus
Pioglitazona 7 tabletas 30 mg,ANTIBIOTICOS DE MEXICO,PIOGLITAZONA,DIABETES,7501349024175,ANTIBIOTICOS DE MEXICO,ACTIVO
TELARTEQ URTI 80/25MG TAB C14,TELARTEQ URTI,"HIDROCLOROTIAZIDA, TELMISARTÁN",CARDIOLOGÍA,7501125186486,PISA,ACTIVO
Candiphen-v crema tubo 20g + 3 aplicadores,CANDIPHEN-V,CLOTRIMAZOL,GINECOLOGÍA,7502001164352,MDR PHARMA,ACTIVO
Nitelnoz 30 tabletas caja 10 mg,NITELNOZ,ZOLPIDEM,INDUCTORES DE SUEÑO,8903855081045,LABORATORIOS TORRENT,ACTIVO
Fitoestimulina 6 óvulos 600mg,FITOESTIMULINA,"FENOXIETANOL, TRITICUM VULGARE",GINECOLOGÍA,7501123011803,BAUSCH HEALTH,ACTIVO
Eutebrol 30 comprimidos 10mg,EUTEBROL,MEMANTINA,NEUROLOGÍA,7501871720880,ASOFARMA,ACTIVO
Fosfocil iv 1 ampolleta 1g,FOSFOCIL,FOSFOMICINA,INFECTOLOGÍA,7501314701735,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
"MOREBON 5,000 UI C/30 TABS FRASCO (COLECALCIFEROL)",MOREBON,COLECALCIFEROL,SUPLEMENTO ALIMENTICIO,7501249600936,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Maxopress 40/5m g oral 14 tabletas 9,MAXOPRESS,"AMLODIPINO, OLMESARTÁN",CARDIOLOGÍA,7502265600009,A MENARINI MEXICO S A DE C V,ACTIVO
Vilona ped. 1 gotero 15 ml,VILONA,RIBAVIRINA,INFECTOLOGÍA,75004989,BAUSCH HEALTH,ACTIVO
Everest 30 tabletas masticables 4mg,EVEREST,MONTELUKAST,NEUMOLOGÍA,7501299330227,LIOMONT RX,ACTIVO
Brogal t adulto 1 jarabe 11.2/11.2mg/120 ml,BROGAL T,"AMBROXOL, DEXTROMETORFANO",NEUMOLOGÍA,7502003380583,RAYERE,ACTIVO
Traderma 0.03 % con 30 g ung,TRADERMA,TACROLIMUS,DERMATOLOGÍA,7501258203227,LAKESIDE SALUD HUMANA SA DE CV,ACTIVO
Risperdal oral 60 ml gts,RISPERDAL,RISPERIDONA,NEUROLOGÍA,7501109901661,JANSSEN CILAG DE MEXICO,ACTIVO
Buscapina solución 3 ampolletas 20mg/1ml,BUSCAPINA,HIOSCINA,GASTROENTEROLOGÍA,7501165011557,SANOFI AVENTIS (CHC),ACTIVO
THERAFLU EX TD RJO SBR C10,THERAFLU,"FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501065008459,HALEON,ACTIVO
Traliken im 6 ampolletas 100mg/2ml,TRALIKEN,KETOPROFENO,ANALGÉSICOS,7501493873261,KENER,ACTIVO
Prazolan dual 28 tabletas 40mg,PRAZOLAN,PANTOPRAZOL,GASTROENTEROLOGÍA,7501299303528,LIOMONT RX,ACTIVO
Flanax 550mg 12 tabletas caja naproxeno 550 mg,FLANAX,NAPROXENO SÓDICO,ANALGÉSICOS,7501008497340,BAYER,ACTIVO
Meloxicam 15mg 10 tabletas apotex,,MELOXICAM,REUMATOLOGÍA,7501277082964,APOTEX,ACTIVO
Megion im pack 3 frascos ámpula 1gr,MEGION,CEFTRIAXONA,INFECTOLOGÍA,7502216935433,SANDOZ,ACTIVO
Deprectal 20 tabletas 300mg,DEPRECTAL,OXCARBAZEPINA,NEUROLOGÍA,7501384504953,PSICOFARMA,ACTIVO
Graneodin b sabor frambuesa 24 tabletas 10mg,GRANEODIN B,BENZOCAÍNA,NEUMOLOGÍA,7501095409004,RECKITT BECKINSER,ACTIVO
Dimefor 30 tabletas 1000mg,DIMEFOR,METFORMINA,DIABETES,7501300420466,SIEGFRIED RHEIN,ACTIVO
Norfenon 300 mg oral 30 tabletas,NORFENON,PROPAFENONA,CARDIOLOGÍA,7501033923241,ABBOTT,ACTIVO
ÓXIDO DE ZINC ALPHA 25% 30G,,ÓXIDO DE ZINC,CUIDADO DEL BEBÉ,7503004908851,ALPHARMA,ACTIVO
Salpifar dt 37.5/325mg tabletas 20,SALPIFAR DT,"PARACETAMOL, TRAMADOL",NEUROLOGÍA,7501125182303,PISA,ACTIVO
Dostinex 8 tabletas 0.5mg,DOSTINEX,CABERGOLINA,GINECOLOGÍA,7501287612762,PFIZER,ACTIVO
Duloxetina 14 cápsulas 60mg,ANTIBIOTICOS DE MEXICO,DULOXETINA,NEUROLOGÍA,7501349021624,ANTIBIOTICOS DE MEXICO,ACTIVO
Elequine 5 tabletas 750mg,ELEQUINE,LEVOFLOXACINO,INFECTOLOGÍA,7501100090227,JANSSEN CILAG DE MEXICO,ACTIVO
Euflexxa ta jeringa prellenada 10 mg 1 caja 1 ampolleta 2 ml,EUFLEXXA,HIALURONATO DE SODIO,REUMATOLOGÍA,7503000883787,EXPANSCIENCE,ACTIVO
Eldoquin crema 2% tubo 30gr,ELDOQUIN,HIDROQUINONA,DERMATOLOGÍA,7501122961505,BAUSCH HEALTH,ACTIVO
Melox plus sabor menta 50 tabletas,MELOX PLUS,"HIDRÓXIDO DE ALUMINIO, HIDRÓXIDO DE MAGNESIO, SIMETICONA",SISTEMA DIGESTIVO,7501165002913,LABORATORIOS EUROFARMA DE MEXICO S DE RL DE CV,ACTIVO
Micardis duo 28 tabletas 80/5mg,MICARDIS DUO,"AMLODIPINO, TELMISARTÁN",CARDIOLOGÍA,7501037920147,BOEHRINGER INGELHEIM MEXICO,ACTIVO
Norapred 20 tabletas 5 mg,NORAPRED,PREDNISONA,ENDOCRINOLOGÍA,7501537102388,BRULUART,ACTIVO
Luvik 30 comprimidos 4mg,LUVIK,GLIMEPIRIDA,DIABETES,7501300420626,SIEGFRIED RHEIN,ACTIVO
Conazol k 20 tabletas 200mg,CONAZOL,KETOROLACO,INFECTOLOGÍA,7501299300817,LIOMONT RX,ACTIVO
Dorzolamida timolol oft 1 gotero 20/5mg/5ml,,"DORZOLAMIDA, TIMOLOL",OFTALMOLOGÍA,75052812,OPKO EXAKTA,ACTIVO
Risperdal 3 mg oral 20 tabletas,RISPERDAL,RISPERIDONA,NEUROLOGÍA,7501109901623,JANSSEN CILAG DE MEXICO,ACTIVO
Gentamicina 1 ampolleta 160mg/2ml,ANTIBIOTICOS DE MEXICO,GENTAMICINA,INFECTOLOGÍA,7501349026377,ANTIBIOTICOS DE MEXICO,ACTIVO
Bactocin 8 tabletas 400mg,BACTOCIN,OFLOXACINO,INFECTOLOGÍA,7501385490880,HORMONA,ACTIVO
Indometacina 25 mg biometacin 30 cápsulas caja,BIOMETACIN,INDOMETACINA,REUMATOLOGÍA,75016784,BIORESEARCH,ACTIVO
Frewer 20 tabletas 6mg,FREWER,DEFLAZACORT,ENDOCRINOLOGÍA,7502227875483,RAAM,ACTIVO
Docupren gel tubo con 80g,DOCUPREN,PROGESTERONA,GINECOLOGÍA,7501390915019,ITALMEX,ACTIVO
Doscoxel 90mg tabletas 14,DOSCOXEL,ETORICOXIB,REUMATOLOGÍA,7501299309803,LIOMONT RX,ACTIVO
Eritromicina 20 tabletas 500 mg,,ERITROMICINA,INFECTOLOGÍA,7502226294773,ALPHARMA,ACTIVO
Vermox 6 tabletas caja mebendazol 100 mg,VERMOX,MEBENDAZOL,SISTEMA DIGESTIVO,7501109900619,JANSSEN CILAG DE MEXICO,ACTIVO
Shot b diabético vitaminas 30 cápsula frasco vitamina b1 tiamina 100 mg,SHOT B,"CIANOCOBALAMINA, PIRIDOXINA, TIAMINA",MULTIVITAMÍNICOS,650240011429,GENOMMA LAB,ACTIVO
Xanelle 1200 mg 1 ovulo vaginal,XANELLE,MICONAZOL,GINECOLOGÍA,7502235760245,EXELTIS,ACTIVO
Farmapram alprazolam 1 mg con 90 tabletas,FARMAPRAM,ALPRAZOLAM,NEUROLOGÍA,7501249605429,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Naxifelar 500 mg oral 20 capsulas,NAXIFELAR,CEFALEXINA,INFECTOLOGÍA,7501125126031,PISA,ACTIVO
Sanzadoll duo 20 tabletas 37.5/325 mg,SANZADOLL,"PARACETAMOL, TRAMADOL",ANALGÉSICOS,7502009746215,MAVER,ACTIVO
Epival er 500 mg oral 60 tabletas,EPIVAL ER,VALPROATO SEMISÓDICO,NEUROLOGÍA,7501033954528,ABBOTT,ACTIVO
Lingnum medicamento herbolario 30 cápsulas bote ginkgo biloba 40 mg,LINGNUM,GINKGO BILOBA,SUPLEMENTO ALIMENTICIO,714908106251,SALUD NATURAL,ACTIVO
Eskapar 16 cápsulas 200mg,ESKAPAR,NIFUROXAZIDA,GASTROENTEROLOGÍA,7501089809490,ARMSTRONG,ACTIVO
Samyr 500 mg oral 40 comprimidos,SAMYR,ADEMETIONINA,GASTROENTEROLOGÍA,7501033955969,ABBOTT,ACTIVO
Calneren 300/100/ 20mg tabletas con 60,CALNEREN,"CIANOCOBALAMINA, GABAPENTINA, TIAMINA",NEUROLOGÍA,7501258210348,LAKESIDE SALUD HUMANA SA DE CV,ACTIVO
Indocid 14 tabletas 100mg,INDOCID,INDOMETACINA,REUMATOLOGÍA,7502209850828,ASPEN,ACTIVO
Isoconazol crema 1% tubo 20g,,ISOCONAZOL,DERMATOLOGÍA,7503004908707,ALPHARMA,ACTIVO
Nexus 5 mg oral 30 capsulas,NEXUS,AMLODIPINO,CARDIOLOGÍA,7501314705467,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Tedamark 1 tabletas 20 mg,TEDAMARK,TADALAFIL,UROLOGÍA,7501825305132,DEGORT´S CHEMICAL,ACTIVO
Comenter 10 tabletas 15mg,COMENTER,MIRTAZAPINA,NEUROLOGÍA,7730979095464,ASOFARMA,ACTIVO
Raloxifeno 60mg tabletas con 28,TEMPUS PHARMA,RALOXIFENO,GINECOLOGÍA,7501249606846,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Laritol d inf 1 jarabe 100/50mg/5/60 ml,LARITOL D,"FENILEFRINA, LORATADINA",SISTEMA RESPIRATORIO,7502009741784,MAVER,ACTIVO
Megion im frasco ámpula 500mg/2ml,MEGION,CEFTRIAXONA,INFECTOLOGÍA,7502216932517,SANDOZ,ACTIVO
LEXOTAN BROMAZEPAM 6 MG CON 30 TABLETAS,LEXOTAN,BROMAZEPAM,NEUROLOGÍA,4260095689375,MOKSHA8,ACTIVO
Co-altiver 15 tabletas 25/12.5 mg,CO-ALTIVER,CAPTOPRIL,CARDIOLOGÍA,7502009740701,MAVER,ACTIVO
Facicam gel tubo 90gr,FACICAM,PIROXICAM,ANALGÉSICOS,7501314703180,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Lopresor r 20 tabletas 95mg,LOPRESOR R,METOPROLOL,CARDIOLOGÍA,7502216935235,SANDOZ,ACTIVO
Daxon suspensión 100mg frasco 30ml,DAXON,NITAZOXANIDA,INFECTOLOGÍA,7501300708762,SIEGFRIED RHEIN,ACTIVO
Itravil clobenzorex 30 mg 60 cápsulas,ITRAVIL,CLOBENZOREX,GASTROENTEROLOGÍA,7501249605337,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Tisodank solución 1 ampolleta 500/5ml,TISODANK,HIDROCORTISONA,ALERGOLOGÍA,7502256040029,DANKEL MEDICAL S.A. DE C.V.,ACTIVO
Benzonatato 20 cápsulas 100mg,,BENZONATATO,NEUMOLOGÍA,7503004908660,ALPHARMA,ACTIVO
Aniup 28 cápsulas 20mg,ANIUP,FLUOXETINA,NEUROLOGÍA,7502227871515,RAAM,ACTIVO
Levocof solución frasco 60mg/10ml 120ml,LEVOCOF,LEVODROPROPIZINA,NEUMOLOGÍA,7501122962502,BAUSCH HEALTH,ACTIVO
Dilacoran 30 tabletas 40mg,DILACORAN,VERAPAMILO,CARDIOLOGÍA,7501033953002,ABBOTT,ACTIVO
Alzam 90 tabletas 0.25mg,ALZAM,ALPRAZOLAM,NEUROLOGÍA,7501384502195,PSICOFARMA,ACTIVO
Indometacina 100 mg artaxol 15 supositorios caja,ARTAXOL,INDOMETACINA,REUMATOLOGÍA,7502211780854,LOEFFLER,ACTIVO
Velian 10 sobres 25mg/10ml,VELIAN,DEXKETOPROFENO,REUMATOLOGÍA,7501101649622,LABORATORIOS SILANES,ACTIVO
Desowen loción 60 ml,DESOWEN,DESONIDA,DERMATOLOGÍA,3499320001618,GALDERMA,ACTIVO
CETAPHIL CREMA ALISADORA ANTI RUGOSIDADES 170G,CETAPHIL,UREA,CUIDADO DE LA PIEL,7897930778368,GALDERMA,ACTIVO
Valtrover g 10 sob 4 mg,VALTROVER,MONTELUKAST,NEUMOLOGÍA,7502009744440,MAVER,ACTIVO
Akatinol 10 mg con 28 tabletas,AKATINOL,MEMANTINA,NEUROLOGÍA,4046222601645,GRÜNENTHAL,ACTIVO
"STALEVO LEVODOPA, CARBIDOPA, ENTACAPONA 50/12.5/200 MG CON 30 TABLETAS",STALEVO,"CARBIDOPA, ENTACAPONA, LEVODOPA",NEUROLOGÍA,7502216935501,SANDOZ,ACTIVO
Bengue gel ultra 65 gr,BENGUE,"CLORHIDRATO DE LIDOCAÍNA, MENTOL, NAPROXENO, SALICILATO DE METILO",ANALGÉSICOS,650240006678,GENOMMA LAB,ACTIVO
Aittaret 14 cápsulas 18mg,AITTARET,ATOMOXETINA,NEUROLOGÍA,7506384301137,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
LOZAM 3 AMPOLLETAS 1MG/ML,LOZAM,LORAZEPAM,NEUROLOGÍA,7501384520168,PSICOFARMA,ACTIVO
Mafena 1 gel 60g/1.16 %,MAFENA,DICLOFENACO,ANALGÉSICOS,7502009740251,MAVER,ACTIVO
Sig 10mg comprimidos 30,SIG,FUMARATO DE BISOPROLOL,CARDIOLOGÍA,7501300420107,SIEGFRIED RHEIN,ACTIVO
Sildenafil 2x1 8 tabletas 50mg,,SILDENAFIL,UROLOGÍA,7502216807921,ULTRA LABORATORIOS,ACTIVO
Fevolut solución 5 ampolletas 2.5ml,FEVOLUT,"BROMURO DE IPRATROPIO, SALBUTAMOL",NEUMOLOGÍA,7502216935143,SANDOZ,ACTIVO
Nedento encías gel gingival 0.2% 30ml,NEDENTO,CLORHEXIDINA,HIGIENE ORAL,8414601745109,LIOMONT RX,ACTIVO
Brucam 20 tabletas 20mg,BRUCAM,PIROXICAM,ANALGÉSICOS,7501537102371,BRUDIFARMA,ACTIVO
Elicuis 20 tabletas 5mg,ELICUIS,APIXABÁN,HEMATOLOGÍA,8027950210466,PFIZER,ACTIVO
Fenebra 28 tabletas 100mg,FENEBRA,LAMOTRIGINA,NEUROLOGÍA,7501125140617,PISA,ACTIVO
"Treda neomicina, caolín, pectina 129/280/30 mg con 20 tabletas",TREDA,"CAOLÍN, NEOMICINA, PECTINA",SISTEMA DIGESTIVO,7501070612368,SANFER,ACTIVO
Sinolvir orodispersables 10mg tabletas 30,SINOLVIR,MEMANTINA,NEUROLOGÍA,7501124183844,CARNOT,ACTIVO
Zyrtec 5 mg oral infantil 100 ml solucion,ZYRTEC,CETIRIZINA,ALERGOLOGÍA,7501088507120,ARMSTRONG,ACTIVO
SERETIDE DISK 50/500MG C60DOS,SERETIDE,"FLUTICASONA, SALMETEROL",NEUMOLOGÍA,7501027800060,GLAXOSMITHKLINE,ACTIVO
DESENFRIOL D TABLETAS BLI 6MX,DESENFRIOL D,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7502276040641,BAYER,ACTIVO
Prosure polvo sabor vainilla 380g,PROSURE,"ÁCIDO FÓLICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7501033954535,ABBOTT ANI (NUTRICIONALES),ACTIVO
Butilhioscina 10mg tabletas con 10,,BUTILHIOSCINA,GASTROENTEROLOGÍA,821998000601,LABORATORIOS SCHOEN,ACTIVO
Agrixal (omeprazol) 100 capsulas 20 mg,AGRIXAL,OMEPRAZOL,SISTEMA DIGESTIVO,7502208891471,BRULUAGSA,ACTIVO
Crestor 30 tabletas 40mg,CRESTOR,ROSUVASTATINA,CARDIOLOGÍA,7501098610070,ASTRAZENECA,ACTIVO
Trankitec 40 tabletas 200 mg,TRANKITEC,VALPROATO DE MAGNESIO,NEUROLOGÍA,7501471887969,TECNOFARMA,ACTIVO
Vibramicina 10 cápsulas 100mg,VIBRAMICINA,DOXICICLINA,INFECTOLOGÍA,7501287631206,PFIZER,ACTIVO
Ormopen 20 capsulas 500 mg,ORMOPEN,DICLOXACILINA,INFECTOLOGÍA,7501385490200,HORMONA,ACTIVO
Cronadyn 14 tabletas 20mg,CRONADYN,PAROXETINA,UROLOGÍA,7502246640628,SANFER,ACTIVO
Zuparex 20 capsulas 20 mg,ZUPAREX,PIROXICAM,ANALGÉSICOS,656599040998,VICTORY,ACTIVO
Indaflex crema 2 5% tbo 60g,INDAFLEX,INDOMETACINA,REUMATOLOGÍA,7501289520478,ANDROMACO,ACTIVO
Virazide 1 solucion oral 100mg/120 ml,VIRAZIDE,RIBAVIRINA,INFECTOLOGÍA,7501123018710,BAUSCH HEALTH,ACTIVO
DESVENLAFAXINA 50 MG C/28 TABS TEMPUS,TEMPUS PHARMA,DESVENLAFAXINA,NEUROLOGÍA,7501249603982,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
ACECNOU GRANULADO SOBRE DE 3G,ACECNOU,FOSFOMICINA,UROLOGÍA,8436024614510,FAES FARMA MEXICO,ACTIVO
Inhibitron dual 14 cápsulas 20mg,INHIBITRON,OMEPRAZOL,SISTEMA DIGESTIVO,7501299302668,LIOMONT RX,ACTIVO
Solucion hartmann 1 solucion 500 ml,PISA,"CLORURO DE CALCIO, CLORURO DE POTASIO, CLORURO DE SODIO, LACTATO DE SODIO",SOLUCIONES HOSPITALARIAS,7501125100246,PISA,ACTIVO
Epinastina 10 tabletas 20 mg,,EPINASTINA,ALERGOLOGÍA,7502216796775,ULTRA LABORATORIOS,ACTIVO
Acido acetilsalicilico/cafeina polvo 10 sobres 850/65 mg,,"ÁCIDO ACETILSALICÍLICO, CAFEÍNA",ANALGÉSICOS,7502216805484,AVIVIA PHARMA,ACTIVO
VALACICLOVIR 10 CÁPSULAS 500MG,ANTIBIOTICOS DE MEXICO,VALACICLOVIR,INFECTOLOGÍA,7501349021945,ANTIBIOTICOS DE MEXICO,ACTIVO
Lm6 24 comprimidos 500mg,LM6,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501070903787,CARNOT,ACTIVO
Vivradoxil 10 tabletas 100 mg,VIVRADOXIL,DOXICICLINA,INFECTOLOGÍA,75017156,ALPHARMA,ACTIVO
Primogyn 1 mg oral 28 grageas,PRIMOGYN,ESTRADIOL,GINECOLOGÍA,7703331157001,ARMSTRONG,ACTIVO
Carbamazepina 20 tabletas 200mg,,CARBAMAZEPINA,NEUROLOGÍA,7501384541163,PSICOFARMA,ACTIVO
Hidrocloruro de difenhidramina 50 mg vicnite 20 cápsulas caja,VICNITE,DIFENHIDRAMINA,ALERGOLOGÍA,656599040288,VICTORY,ACTIVO
Itraconazol 15 capsulas 100 mg,,ITRACONAZOL,INFECTOLOGÍA,7502216804876,AVIVIA PHARMA,ACTIVO
VOLTAREN EMULGEL 100G,VOLTAREN,DICLOFENACO,ANALGÉSICOS,7501065085832,HALEON,ACTIVO
Libertrim sii 24 comprimidos 200/75mg,LIBERTRIM SII,"SIMETICONA, TRIMEBUTINA",GASTROENTEROLOGÍA,7501070903695,CARNOT,ACTIVO
Glucerna suplemento alimenticio líquido para el tratamiento de diabetes sabor fresa 237 ml líquido botella,GLUCERNA,"ÁCIDO PANTOTÉNICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7501033956140,ABBOTT ANI (NUTRICIONALES),ACTIVO
Relazepam 10mg/2ml solución 6x2ml,RELAZEPAM,DIAZEPAM,NEUROLOGÍA,7501125170867,PISA,ACTIVO
Ivexterm (ivermectina) 4 tabletas 6mg,IVEXTERM,IVERMECTINA,INFECTOLOGÍA,7501122900801,BAUSCH HEALTH,ACTIVO
Dabex 30 tabletas 1g,DABEX,METFORMINA,DIABETES,7501298204970,MERCK,ACTIVO
Levonorgestrel 1 tabletas 1.5 mg,,LEVONORGESTREL,GINECOLOGÍA,7502216806337,AVIVIA PHARMA,ACTIVO
Clortalidona 20 tabletas 50 mg,,CLORTALIDONA,CARDIOLOGÍA,7501277060238,PROTEIN,ACTIVO
Cefalexina 20 tabletas 500 mg,,CEFALEXINA,INFECTOLOGÍA,7502009745607,MAVER,ACTIVO
Solución hartmann pisa 1000ml,PISA,"CLORURO DE CALCIO, CLORURO DE POTASIO, CLORURO DE SODIO, LACTATO DE SODIO",SOLUCIONES HOSPITALARIAS,7501125100253,PISA,ACTIVO
Norvas 10 mg oral 20 tabletas,NORVAS,AMLODIPINO,CARDIOLOGÍA,7501287670045,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Denvar 3 cápsulas 400mg,DENVAR,CEFIXIMA,INFECTOLOGÍA,7501298215501,MERCK,ACTIVO
Lomecan duo 3 ovulos y crema 200 mg,LOMECAN,CLOTRIMAZOL,GINECOLOGÍA,650240029165,GENOMMA LAB,ACTIVO
Libertrim pediátrico frasco con sobre de 5g,LIBERTRIM,TRIMEBUTINA,GASTROENTEROLOGÍA,7501070903053,CARNOT,ACTIVO
Gabantin 30 cápsulas 300mg,GABANTIN,GABAPENTINA,NEUROLOGÍA,7503006916045,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
Raspisons 1 üng 28/.35 g,RASPISONS,"NEOMICINA, RETINOL",INFECTOLOGÍA,7502001165724,SON'S,ACTIVO
Janumet xr 56 tabletas 50/1000mg,JANUMET XR,"METFORMINA, SITAGLIPTINA",DIABETES,7502241941935,MERCK SHARP & DOHME,ACTIVO
Senovital gdo 4 mg oral 15 sobres,SENOVITAL,MONTELUKAST,NEUMOLOGÍA,7501314703562,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Serc 24 mg oral 30 tabletas 2 piezas,SERC,BETAHISTINA,NEUROLOGÍA,7501033959165,ABBOTT,ACTIVO
Atenolol 50 mg biofilen 28 tabletas caja,BIOFILEN,ATENOLOL,CARDIOLOGÍA,7501825301721,DEGORT´S CHEMICAL,ACTIVO
Mucoangin menta 18 pastillas caja ambroxol 20 mg,MUCOANGIN,AMBROXOL,NEUMOLOGÍA,7501165011434,SANOFI AVENTIS (CHC),ACTIVO
Buscapina compositum 10 tabletas 10/250mg,BUSCAPINA,"HIOSCINA, METAMIZOL SÓDICO",GASTROENTEROLOGÍA,7501165011632,SANOFI AVENTIS (CHC),ACTIVO
Fosfocil 12 cápsulas 500mg,FOSFOCIL,FOSFOMICINA,INFECTOLOGÍA,7501314701766,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Quimtulac 1 jarabe 10g/15/125 ml,QUIMTULAC,LACTULOSA,GASTROENTEROLOGÍA,7502223112261,LABORATORIOS QUIMPHARMA,ACTIVO
Naproxeno sodico 12 tabletas 550 mg,,NAPROXENO SÓDICO,REUMATOLOGÍA,7502226291925,PSICOFARMA,ACTIVO
Aprovasc 28 tabletas 300/10mg,APROVASC,"AMLODIPINO, IRBESARTÁN",CARDIOLOGÍA,7501165007819,SANOFI PASTEUR,ACTIVO
Humalog mix 25 2 cartuchos 100ui/ml 3ml,HUMALOG,INSULINA LISPRO,DIABETES,7501082208733,ELI LILLY,ACTIVO
"Fenimeth v 12 ovs 500mg/100,000 ui",FENIMETH-V,"METRONIDAZOL, NISTATINA",GINECOLOGÍA,7502001164697,SON'S,ACTIVO
Amoxicilina 12 cápsulas 500mg,ANTIBIOTICOS DE MEXICO,AMOXICILINA,INFECTOLOGÍA,7501349021570,ANTIBIOTICOS DE MEXICO,ACTIVO
REDUSTAT BOOST 42 CÁPSULAS 60MG,REDUSTAT BOOST,ORLISTAT,GASTROENTEROLOGÍA,7501299310113,LIOMONT RX,ACTIVO
Astopil solución 5% aerosol 15g,ASTOPIL,MINOXIDIL,TRATAMIENTO CAPILAR,7501258210270,LAKESIDE SALUD HUMANA SA DE CV,ACTIVO
Hipoglos oxido de zinc al 15% tubo 110g,HIPOGLOS,ÓXIDO DE ZINC,CUIDADO DEL BEBÉ,7501289520140,ANDROMACO,ACTIVO
Criam suspensión frasco 4g/100ml,CRIAM,VALPROATO DE MAGNESIO,NEUROLOGÍA,7501384504762,PSICOFARMA,ACTIVO
NUTRAVIT PLUS RED BOTE 425 GR CHOCOLATE,NUTRAVIT,"ÁCIDO FÓLICO, VITAMINA C, VITAMINA D3",SUPLEMENTO ALIMENTICIO,7501249607638,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Dexametasona 1 ampolleta 8mg/2ml,ANTIBIOTICOS DE MEXICO,DEXAMETASONA,REUMATOLOGÍA,7501349027329,ANTIBIOTICOS DE MEXICO,ACTIVO
Metopresol 20 tabletas 100 mg,METOPRESOL,METOPROLOL,CARDIOLOGÍA,7501471888843,TECNOFARMA,ACTIVO
FLORATIL 250 MG CON 6 CÁPSULAS,FLORATIL,SACCHAROMYCES BOULARDII CNCM I-745,SISTEMA DIGESTIVO,7500327050250,BIOCODEX DE MEXICO,ACTIVO
Pirquet 120mg con 10 comp imag cubos,PIRQUET,FEXOFENADINA,SISTEMA RESPIRATORIO,7501125188176,PISA,ACTIVO
Crestor 30 tabletas 5mg,CRESTOR,ROSUVASTATINA,CARDIOLOGÍA,7501098608336,ASTRAZENECA,ACTIVO
Keppra 30 tabletas 500mg,KEPPRA,LEVETIRACETAM,NEUROLOGÍA,7501088507670,UCB DE MEXICO S.A. DE C.V.,ACTIVO
Dolo neurobion forte 10 tabletas,DOLO NEUROBION,"CIANOCOBALAMINA, DICLOFENACO SÓDICO, PIRIDOXINA, TIAMINA",REUMATOLOGÍA,7501298214986,PROCTER & GAMBLE,ACTIVO
CENTRUM GENDER +50 PARA HOMBRES 60 TABLETAS,CENTRUM,"ÁCIDO ASCÓRBICO, ÁCIDO FÓLICO, TIAMINA",MULTIVITAMÍNICOS,7501065003973,HALEON,ACTIVO
Cabergolina 8 tabletas 0.5 mg,,CABERGOLINA,GINECOLOGÍA,7502216795129,ULTRA LABORATORIOS,ACTIVO
Ureaderm loción hidratante 225g,UREADERM,UREA,CUIDADO DE LA PIEL,7703332003628,ITALMEX,ACTIVO
CENTRUM FORM BALANC TAB C100,CENTRUM,"ÁCIDO ASCÓRBICO, ÁCIDO FÓLICO, TIAMINA",MULTIVITAMÍNICOS,7501065095930,HALEON,ACTIVO
Daxon 6 tabletas 200mg,DAXON,NITAZOXANIDA,INFECTOLOGÍA,7501300408747,SIEGFRIED RHEIN,ACTIVO
ACICLOVIR 200 MG C/25,CICLOFERON,ACICLOVIR,INFECTOLOGÍA,7501299300107,LIOMONT RX,ACTIVO
Votripax l ¡forte! inyectable 5mg solución 3 ampolletas complejo b 205 mg,VOTRIPAX-L,"CIANOCOBALAMINA, DICLOFENACO, LIDOCAÍNA, PIRIDOXINA, TIAMINA",REUMATOLOGÍA,7501125182983,PISA,ACTIVO
Zathelo 10mg/1 tableta con 30 tabletas,ZATHELO,ROSUVASTATINA,CARDIOLOGÍA,7501088513633,CHINOIN,ACTIVO
BIOYETIN SOLUCIÓN INYECTABLE 50000UI/10ML,BIOYETIN,ERITROPOYETINA HUMANA RECOMBINANTE,HEMATOLOGÍA,7502213140250,SANFER,ACTIVO
Melosteral 10 tabletas 15mg,MELOSTERAL,MELOXICAM,REUMATOLOGÍA,7501101649332,LABORATORIOS SILANES,ACTIVO
Hidrasec 30 mg con 18 sobres,HIDRASEC,RACECADOTRILO,GASTROENTEROLOGÍA,7503007704580,FERRER THERAPEUTICS SA DE CV,ACTIVO
